ngram,freq
had just,7040206
the game,7035747
to form,7032496
the English,7032274
and after,7030079
with each,7027572
of interest,7027150
is usually,7023209
every day,7018732
so it,7013205
a special,7012973
heard the,7009215
and only,7001835
production of,6994046
the girl,6994009
and would,6993375
He would,6990915
me the,6987015
de la,6986631
he does,6985326
were all,6979384
and many,6977608
she has,6977282
one in,6976945
just the,6975374
examples of,6974521
relationship with,6973241
determine the,6969634
for many,6964600
the organization,6964061
had become,6961579
the upper,6960101
was his,6959557
even in,6956852
the above,6951745
one can,6951608
it seems,6947527
not tell,6946747
in Fig,6946280
existence of,6944422
the population,6943508
two years,6941811
some time,6941264
and get,6940810
as shown,6937604
advantage of,6934315
who would,6934212
back on,6931740
you for,6929586
to deal,6929237
the effects,6926945
keep the,6925669
the age,6919487
and who,6914790
information on,6914777
comes to,6913212
the primary,6899458
a state,6895624
then he,6895564
opened the,6892806
his voice,6892427
power to,6889717
the model,6889541
After a,6887960
them with,6884126
a kind,6883991
he says,6881910
a chance,6873592
all these,6869820
begin to,6869600
not necessarily,6868433
over time,6866711
on our,6864471
meaning of,6863838
made her,6861421
far from,6860790
world of,6855310
which would,6851744
consider the,6851052
by this,6849385
son of,6848513
work with,6848331
the major,6848287
thousands of,6846123
a half,6843403
of power,6843350
field of,6841692
effect on,6836039
though the,6835973
in accordance,6825462
her life,6818270
and see,6817373
be so,6816296
one day,6814341
While the,6813716
had done,6803513
him the,6791127
thinking about,6788086
a low,6786226
published in,6786059
day of,6786004
to carry,6785351
where she,6784123
come back,6781810
I took,6780890
the image,6778729
living in,6778476
then I,6773439
from him,6772638
included in,6768570
the poor,6767908
see what,6767483
your life,6761541
people are,6759357
be no,6755824
and may,6754950
you had,6754657
center of,6753702
reached the,6748359
is necessary,6746001
place to,6743920
for what,6743246
the overall,6742832
the national,6739298
equal to,6738284
that for,6733191
before I,6729465
leading to,6728782
that some,6722452
As we,6719454
the direction,6717243
expression of,6713872
know you,6713703
closer to,6707802
I suppose,6706778
values of,6705632
you might,6702140
is about,6698628
We will,6696447
has become,6696125
to buy,6688258
I looked,6687566
is this,6684960
he went,6682972
had seen,6677135
be copied,6674117
in different,6673425
to kill,6666431
to set,6661087
the impact,6657692
the big,6655359
the majority,6651653
is on,6648941
the opposite,6646118
include the,6644234
few days,6640669
May not,6638400
the nation,6637007
The man,6636439
from that,6635669
reason for,6634111
in love,6631981
the opportunity,6631955
up his,6629365
her back,6625972
it were,6625581
old man,6625143
looked like,6618693
not come,6615673
he might,6615323
on top,6613595
given by,6610087
A few,6608122
in every,6606526
to accept,6597812
the sense,6590490
the absence,6590269
refused to,6589789
go on,6588715
with us,6581711
compared with,6574470
on him,6564700
that an,6563672
to describe,6561454
a general,6555787
of men,6552210
She looked,6551533
his or,6548083
into my,6540758
did the,6528958
influence of,6527793
or duplicated,6527671
health care,6526118
available to,6525181
the party,6521735
and which,6520363
were also,6514310
following the,6509645
because she,6507284
on how,6504495
contact with,6504323
of view,6503710
They 're,6501018
the World,6500582
his body,6494512
the brain,6492213
like you,6490465
the application,6488355
him for,6487231
provides a,6483997
have any,6480097
one is,6478775
derived from,6477960
and did,6474662
Cambridge University,6473605
And it,6472063
And you,6467029
no matter,6465805
not an,6463035
the product,6459989
In his,6459006
people of,6457192
me with,6455713
be suppressed,6453411
though he,6448836
of things,6447594
which a,6444354
have you,6443559
For instance,6443333
the blood,6440900
or at,6439383
differences in,6438184
reduce the,6434519
such that,6433505
is just,6431326
to join,6427542
You 'll,6425963
a huge,6424979
direction of,6420427
work and,6413414
body of,6412361
and women,6410636
properties of,6409985
to save,6405852
to electronic,6405268
he felt,6404852
the wind,6403135
time the,6399794
to God,6398829
sat down,6391373
shows that,6383065
All of,6383048
is as,6382737
by her,6382492
are still,6381206
into account,6380541
in those,6379362
to perform,6379197
use a,6378309
act of,6375709
is required,6373439
effort to,6369923
the death,6366275
from its,6358669
human rights,6354801
her body,6350904
suggested that,6346715
much to,6345455
years old,6342859
in Table,6338221
The other,6337664
get out,6334660
When we,6334530
was made,6332354
at an,6327479
some third,6326069
It will,6321560
door and,6319719
his feet,6317087
found a,6316688
that might,6316133
it from,6314318
suppressed from,6314075
was already,6310536
If he,6308800
that my,6308462
back at,6307507
the distance,6307150
of work,6303840
the German,6302431
electronic rights,6302149
one thing,6299941
have made,6299644
method of,6296470
to share,6293769
the part,6293171
or less,6285997
the things,6285240
elements of,6284951
the boy,6283795
the common,6283396
where we,6280387
party content,6278490
her mouth,6275279
once again,6274816
it must,6274114
position of,6271936
found the,6271296
is being,6270030
But you,6269626
which may,6268825
I remember,6268145
was able,6265183
to control,6264504
the research,6263624
to face,6262404
days of,6258643
meant to,6258318
contribute to,6257296
other people,6254743
see if,6250369
With a,6248140
the largest,6244099
know it,6241389
content may,6239747
in Europe,6236360
of public,6235833
corner of,6233922
story of,6228690
she thought,6228660
a friend,6227724
the dead,6227345
the production,6226118
If a,6225756
person who,6224704
was born,6224392
is my,6223058
I get,6222530
here and,6218080
let 's,6217761
that way,6215049
at last,6212260
look like,6209495
high school,6200384
or eChapter,6194993
the least,6192454
formation of,6191469
social and,6189096
was always,6186950
down in,6186563
Since the,6184257
idea that,6181517
of three,6180657
the quality,6180283
see a,6178272
again and,6177584
order of,6173159
in to,6172968
You 've,6168287
off to,6167244
my heart,6166497
more and,6165153
and down,6160705
which she,6154999
present in,6154936
the job,6152144
to address,6147371
few minutes,6145513
the office,6141815
in addition,6136678
but as,6133978
was like,6132250
you that,6129336
sight of,6122985
it into,6118215
the eBook,6107062
was being,6106462
see how,6104545
to continue,6104041
any more,6103209
so long,6102235
the environment,6100251
the enemy,6099820
she felt,6097128
to act,6096897
last night,6096764
are very,6095788
the event,6095515
that day,6094868
the Great,6093137
only be,6092826
creation of,6088404
leave the,6087824
no idea,6083841
provided by,6082491
time he,6080496
children 's,6078993
into an,6078065
through his,6077049
their lives,6074072
the women,6074026
As he,6071826
the Court,6068780
eBook and,6058943
in The,6057635
you say,6055780
At least,6055693
we 've,6055675
out with,6054284
be very,6054227
was there,6043210
If it,6040771
it be,6040612
her with,6040522
change the,6038003
at one,6036223
or any,6035798
the Holy,6030683
noted that,6029326
and began,6029270
so they,6028811
the type,6028450
I might,6028421
am not,6027520
below the,6024364
How do,6016128
a minute,6008567
greater than,6006346
entered the,6004820
see it,6004297
characteristics of,5993703
a member,5987816
these are,5986719
is for,5986279
problem of,5982087
the large,5980177
of knowledge,5979296
their way,5978628
in what,5972271
When she,5970521
as being,5969140
But she,5967988
the material,5967343
the UK,5962690
by using,5961269
the South,5959823
a clear,5955532
what happened,5955149
is known,5954723
not it,5952983
and yet,5951845
the order,5948598
appeared to,5947762
but rather,5946706
She is,5944522
the stairs,5943683
up from,5942663
known to,5940064
the living,5937793
here to,5936331
It can,5934801
not care,5931888
never been,5929243
so we,5926165
ways to,5925520
the open,5925385
how many,5925269
people 's,5922625
though it,5919506
the source,5919114
life in,5917504
issue of,5911273
making a,5906927
attempts to,5904585
and take,5904529
is likely,5903848
support for,5903343
in patients,5902305
resulted in,5900565
impossible to,5899263
he took,5897542
told you,5896631
Why do,5896116
the news,5895677
determined by,5895269
a smile,5894707
same as,5888200
is all,5887262
for both,5886585
and out,5882751
the basic,5882494
how he,5876414
her as,5873565
In contrast,5873124
the natural,5872844
the decision,5870639
a higher,5870308
listen to,5869842
not for,5868840
how you,5868794
it seemed,5865826
might not,5865118
all his,5864322
especially in,5864046
would you,5859218
ways of,5857105
forced to,5856837
on what,5850651
defined as,5846444
under a,5845988
the meaning,5844655
like an,5841388
Have you,5836109
not all,5835588
so as,5833113
Institute of,5830682
here is,5829192
as many,5827894
affect the,5827410
in case,5827264
performance of,5824558
are going,5820228
we may,5815433
people and,5813306
to sleep,5812861
gave him,5812562
can get,5812521
pointed out,5811943
I really,5811629
beginning to,5810827
the many,5809795
the mind,5809780
by any,5807312
the existence,5804495
are now,5803874
than to,5803641
the price,5802971
the north,5802488
want you,5801033
of New,5798835
a family,5796360
she wanted,5794268
shall not,5789288
water and,5789027
I wish,5787297
the standard,5782904
the ship,5781750
by one,5778485
just like,5777956
read the,5774340
the evening,5773696
the client,5772277
her mind,5765460
collection of,5765371
a point,5764979
thought it,5762881
So I,5761833
take it,5759558
and our,5759317
to serve,5756567
consistent with,5755779
spite of,5755465
of money,5753689
that any,5753011
the scene,5752559
many years,5751818
The same,5749680
he looked,5749051
made of,5748356
my hand,5747050
bottom of,5743014
review of,5740784
I like,5737678
the village,5732080
her arms,5730077
fear of,5729491
made in,5727633
to walk,5724130
increase the,5723754
the physical,5714991
to stand,5713422
can have,5712786
the Church,5712457
at it,5711017
are two,5710444
and over,5709694
be sure,5708045
than I,5702937
was used,5699276
the position,5696452
attached to,5692837
same way,5692342
a case,5692110
felt like,5686503
to pass,5684171
engaged in,5683982
sign of,5679456
to include,5676013
can help,5675300
meet the,5674404
But if,5672303
a system,5670145
a look,5669180
to offer,5667897
the object,5665556
to sit,5663520
regarding the,5663219
a book,5659517
on me,5658626
five years,5656694
about their,5654531
that such,5652523
thought to,5651835
to open,5650604
the base,5650186
outside of,5648264
he should,5648118
years later,5648001
to fight,5636904
from all,5634317
came out,5630385
open the,5627788
man in,5627512
is shown,5626036
can make,5625090
of data,5624368
sent to,5622498
room and,5618808
they should,5617586
or so,5617031
he told,5615194
me as,5602202
her that,5599125
and turned,5594915
